Index,model,dataset,image,image_path,img_url,true_artist,true_genre,true_style,true_school,true_technique,true_technique_macro,true_historical_period,true_wol_linear_vs_painterly,true_wol_plane_vs_recession,true_wol_closed_vs_open_form,true_wol_multiplicity_vs_unity,true_wol_absolute_vs_relative_clarity,pred_artist_1,pred_artist_2,pred_artist_3,pred_genre,pred_style,pred_technique,pred_school,pred_historical_period,pred_wol_linear_vs_painterly,pred_wol_plane_vs_recession,pred_wol_closed_vs_open_form,pred_wol_multiplicity_vs_unity,pred_wol_absolute_vs_relative_clarity,pred_short_description
587,gemini,waga,590,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3665_vegetable-market-in-amsterdam-1662.jpg!Blog.jpg,,,,,,,,4.4,2.4,3.6,4.6,5.0,Jan Steen,Gabriel Metsu,Adriaen van Ostade,genre,Realism,oil,dutch,1651-1700,4,4,4,4,4,"A bustling outdoor market scene unfolds under the canopy of a large tree. Numerous figures, dressed in 17th-century attire, are engaged in various activities, buying and selling goods. A woman in a white dress stands prominently in the center, holding a bucket. In the foreground, a basket of eggs, a chicken, a dog, and a birdcage are visible. Tall, gabled buildings line the background, suggesting an urban setting. The painting features rich, earthy tones and dramatic lighting."
588,gemini,waga,591,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/366_disputation-in-the-synagogue-1465.jpg!Blog.jpg,,,,,,,,3.2,1.4,4.0,3.0,4.8,Masaccio,Fra Filippo Lippi,Filippino Lippi,religious,Renaissance,fresco,italian,1401-1450,1,2,2,4,1,"A fresco depicts a multi-scene narrative. On the left, a bishop blesses a kneeling figure, surrounded by attendants, against a rocky landscape and architectural backdrop. In the center, figures gather around an arched doorway and steps where a child is present. On the right, more figures observe the scene from an elevated platform. The composition features distinct groups of figures, rendered with clear outlines and early perspective, characteristic of the early Renaissance."
589,gemini,waga,592,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3678_a-musical-party-1677.jpg!Blog.jpg,,,,,,,,3.0,1.6,3.6,2.6,4.4,Pieter de Hooch,Johannes Vermeer,Gabriel Metsu,genre,Realism,oil,dutch,1651-1700,2,5,4,4,4,"An interior scene depicts three figures: a woman in a red skirt seated, a man offering her something, and another figure playing a stringed instrument. A checkerboard floor leads to an arched doorway revealing a sunlit street with multi-story buildings and a lone figure. The room is dimly lit, contrasting with the bright exterior view."
590,gemini,waga,593,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/367_disputation-in-the-synagogue-detail-1465.jpg!Blog.jpg,,,,,,,,3.6,2.4,2.4,2.4,4.2,Piero della Francesca,Domenico Ghirlandaio,Masaccio,religious,Renaissance,fresco,italian,1451-1500,1,2,1,4,1,"A Renaissance fresco depicts a solemn religious scene. A bishop in a mitre and blue cloak extends his hand to a kneeling figure in red robes, who reverently touches it. Several other figures, including clerics and attendants, observe the interaction. The background features architectural elements on the left and a barren, rocky landscape on the right. The figures are rendered with clear lines and solid forms."
591,gemini,waga,594,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3684_a-woman-with-a-baby-in-her-lap-and-a-small-child-1658.jpg!Blog.jpg,,,,,,,,3.0,3.0,2.8,3.6,3.0,Pieter de Hooch,Johannes Vermeer,Gabriel Metsu,genre,Realism,oil,dutch,1651-1700,2,5,4,4,4,"An interior scene depicts a woman in a red skirt seated, holding a white cloth, gesturing towards a young child. The child, dressed in dark clothing, holds a small white dog. They stand on a black and orange checkered floor that recedes into a brightly lit background with a window and an open doorway. Light streams in from the right, illuminating parts of the room and figures."
592,gemini,waga,595,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3698_essentuki-1948.jpg!Blog.jpg,,,,,,,,4.6,3.2,4.2,4.2,5.0,Pyotr Kolyushevsky,Konstantin Korovin,Isaac Levitan,genre,Impressionism,watercolour,russian,1851-1900,5,5,5,4,4,"A vibrant watercolor painting depicts a park scene with a winding dirt path. Tall trees with lush green and yellow foliage frame the path, suggesting an autumn or late summer day. Several small figures are scattered along the path, with two individuals seated on a blue bench to the right. The sky is a clear blue, and the overall atmosphere is bright and airy."
593,gemini,waga,596,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/370_st-catherine-1615.jpg,,,,,,,,3.2,2.4,2.6,1.4,1.6,Guido Reni,Domenichino,Elisabetta Sirani,religious,Baroque,oil,italian,1601-1650,4,4,4,5,4,"A half-length portrait depicts a young female saint, crowned and with a halo, gazing upwards with a devotional expression. She is draped in rich, flowing fabrics of olive green, blue, and white. One hand rests on her chest, the other on a dark object or book. The figure is dramatically illuminated against a dark background, highlighting chiaroscuro and emotional depth."
594,gemini,waga,597,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/371_female-figure-1430.jpg!Blog.jpg,,,,,,,,4.0,2.0,2.2,2.4,1.4,Raphael,Leonardo da Vinci,Andrea del Sarto,mythological,Renaissance,drawing,italian,1501-1550,1,2,1,5,1,"A monochrome drawing depicts a standing female figure in classical drapery, looking downwards with a gentle expression. Her left arm is raised, and her right arm is bent, holding the fabric. The flowing garments reveal the form beneath, with delicate lines defining the contours and folds. A faint architectural element is visible in the background to the left."
595,gemini,waga,598,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3720_woman-drinking-with-soldiers-1658.jpg!Blog.jpg,,,,,,,,3.6,3.0,3.4,2.4,4.2,Johannes Vermeer,Pieter de Hooch,Gabriel Metsu,genre,Realism,oil,dutch,1651-1700,2,5,4,5,3,"A domestic interior scene depicts four figures engaged in a social gathering. A man in a black coat pours wine for a seated woman in a red skirt, who holds a glass. Another woman in a white cap stands behind them, while a man in a hat sits at a table to the left. Light enters from a window, illuminating the room. An open door reveals a receding hallway, and a small dog sleeps on the wooden floor in the foreground."
596,gemini,waga,599,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3727_abisag-1650.jpg!Blog.jpg,,,,,,,,4.0,2.0,2.0,2.2,1.2,Guido Reni,Elisabetta Sirani,Simon Vouet,religious,Baroque,oil,italian,1601-1650,4,5,3,5,4,"A full-length depiction of a woman with long dark hair, dressed in a red tunic over a blue skirt and a blue bodice, standing against a cloudy sky and a distant landscape. Her right hand is raised in a gesture, and her left holds dark drapery. A small cherub rests on a scroll to her left, and flowers are scattered at her feet."
597,gemini,waga,600,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/372_figure-study-1465.jpg!Blog.jpg,,,,,,,,3.4,2.0,2.4,2.4,1.6,Michelangelo Buonarroti,Andrea del Sarto,Raphael,study,Renaissance,drawing,italian,1501-1550,1,2,1,5,1,"A black and white drawing depicts a heavily draped, muscular male figure, possibly a prophet or saint. The figure stands with one arm bent, holding a staff in the other hand. Voluminous drapery with deep folds covers most of the body, revealing strong anatomical forms underneath. The head is partially obscured, and the figure appears to stand on an indistinct base, possibly clouds."
598,gemini,waga,601,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/373_the-arrest-for-theft-1735.jpg!Blog.jpg,,,,,,,,4.6,2.2,4.8,4.6,4.0,William Hogarth,Thomas Rowlandson,Jean-Antoine Watteau,genre,Realism,oil,english,1701-1750,2,4,2,4,3,"A bustling 18th-century street scene depicts a chaotic moment involving a sedan chair. Two porters struggle, one having fallen, while the occupant, a man with a white wig, emerges. A woman in a white dress reacts, and various onlookers, including a chimney sweep on a roof and a gentleman with a dog, observe the commotion. Buildings line the street, with a large institutional structure visible in the background under a cloudy sky."
599,gemini,waga,602,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/374_head-of-a-woman-1452.jpg!Blog.jpg,,,,,,,,3.0,1.8,2.2,3.0,1.2,Leonardo da Vinci,Raphael,Andrea del Verrocchio,portrait,Renaissance,drawing,italian,1501-1550,1,4,1,5,1,"A drawing of a young woman's head, rendered in red chalk with white highlights on a reddish-brown ground, presented in an oval format. The woman looks slightly to the viewer's right with a serene expression. A subtle second profile is visible on the left, integrated into her elaborate draped headdress. The artwork showcases delicate features and precise rendering of form and drapery."
600,gemini,waga,603,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3754_music-painting-and-decoration-of-a-piano-1920.jpg!Blog.jpg,,,,,,,,4.4,4.2,4.2,2.8,3.6,Maurice Denis,Pierre Puvis de Chavannes,Ferdinand Hodler,mythological,Symbolism / Intimism,oil,french,1851-1900,1,2,2,4,3,"A decorative painting depicts a stylized landscape with rolling hills, numerous trees, and a body of water. Several elongated, ethereal figures, some playing lyres, float or recline amidst cloud-like forms in the sky and foreground. The color palette is muted, featuring greens, blues, and earthy tones, with a focus on flowing lines and a dreamlike atmosphere."
601,gemini,waga,604,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3791_portrait-of-ivan-aleksandrovich-goncharov-1874.jpg!Blog.jpg,,,,,,,,3.0,1.6,2.2,3.4,1.2,Ivan Kramskoi,Ilya Repin,Édouard Manet,portrait,Realism,oil,russian,1851-1900,2,4,2,4,2,"A formal portrait depicts a seated, middle-aged man with a mustache and beard, looking directly at the viewer. He wears a dark suit, white shirt, and bow tie. His left hand rests on his lap, while his right hand holds a small object. The background is a dark teal, with a subtle architectural element on the right. The lighting highlights his face and hands."
602,gemini,waga,605,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3811_sadko-design-for-the-scene-decoration-1930.jpg!Blog.jpg,,,,,,,,3.0,3.2,3.4,3.0,3.4,Carl Larsson,Koloman Moser,William Morris,interior,Art Nouveau / Deco,watercolour,swedish,1851-1900,2,5,3,2,1,"A detailed interior drawing of a large, rustic room with a high, exposed wooden beam ceiling. Intricate carvings adorn the beams and furniture, including a fireplace, cabinets, and a bed-like structure with stained-glass windows. The floor is made of wide wooden planks, and the overall atmosphere is one of rich craftsmanship and historical design."
603,gemini,waga,606,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3816_the-church-of-st-severin-in-cologne-in-a-fictive-setting-1672.jpg!Blog.jpg,,,,,,,,3.0,2.4,5.0,3.0,5.0,Jan van der Heyden,Gerrit Berckheyde,Job Berckheyde,landscape,Realism,oil,dutch,1651-1700,2,4,2,4,2,"The painting depicts a bustling city scene under a bright, cloudy sky. In the foreground, figures walk on a cobbled path leading towards a fortified city gate and walls. Beyond the fortifications, a prominent church spire rises above other buildings and trees. Two cylindrical towers stand to the right of the gate, and various small figures are engaged in daily activities, adding life to the detailed architectural landscape."
604,gemini,waga,607,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3817_the-farm-1666.jpg!Blog.jpg,,,,,,,,4.2,3.2,4.6,3.8,4.8,Jacob van Ruisdael,Meindert Hobbema,Aelbert Cuyp,landscape,Naturalism / Luminism / Tonalism,oil,dutch,1651-1700,5,5,4,4,4,"A naturalistic landscape painting depicts a dense wooded area under a dramatic, cloudy sky. In the foreground, several deer and other animals graze near a pool of water and a wooden fence. Large, dark trees dominate the mid-ground, with a lighter-barked tree standing out on the left. A small house is visible in the distant background, nestled among more trees. The scene is rendered with rich textures and atmospheric light."
605,gemini,waga,608,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/382_susanna-and-the-elders-1620.jpg!Blog.jpg,,,,,,,,4.2,3.6,3.2,3.0,3.2,Annibale Carracci,Peter Paul Rubens,Guido Reni,religious,Baroque,oil,italian,1601-1650,2,4,2,4,4,"A dramatic scene depicting three figures against a dark background. Two older bearded men in red drapery lean in from the left, one with a finger to his lips. On the right, a partially nude young woman with a yellow headwrap and drapery looks upwards and to the left with a startled expression, pulling her cloth around her. Strong chiaroscuro highlights the figures and their emotional interaction."
606,gemini,waga,609,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3838_artist-s-model-from-the-back-1906.jpg!Blog.jpg,,,,,,,,3.0,1.8,2.0,1.4,1.2,Edgar Degas,Henri de Toulouse-Lautrec,Pierre-Auguste Renoir,genre,Impressionism,pastel,french,1851-1900,2,3,2,5,4,"A full-length drawing of a nude woman viewed from the back, with her arms raised above her head, possibly styling her hair. The figure is rendered with dark, expressive lines and subtle pastel shading on a light-toned paper. A reddish-orange wash forms an abstract background behind her. The artwork emphasizes the contours and musculature of the woman's back and legs, capturing an intimate, candid moment."
607,gemini,waga,610,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3857_christ-s-baptism-1696.jpg!Blog.jpg,,,,,,,,3.4,3.6,2.8,1.8,2.8,Andreas Ritzos,Michael Damaskinos,El Greco,religious,Medieval,tempera,greek,1501-1550,1,1,1,2,1,"An icon depicting the Baptism of Christ. John the Baptist, holding a staff, pours water over Jesus, who stands in the Jordan River. A dove descends from golden rays above, symbolizing the Holy Spirit. The background is gold, and Greek inscriptions are visible. Figures are stylized with halos."
608,gemini,waga,611,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/385_the-crucifixion-1460.jpg!Blog.jpg,,,,,,,,3.0,2.8,2.0,3.2,4.4,Gentile da Fabriano,Andrea Mantegna,Cosmè Tura,religious,Renaissance,tempera,italian,1401-1450,1,2,1,2,1,"A vibrant religious painting depicts the Crucifixion of Christ and two thieves against a blue sky. Below, a dense crowd of soldiers in detailed armor, grieving women, and other figures fills the foreground. The Virgin Mary is seated on the left. Soldiers gamble for Christ's garments at the bottom. A distant city is visible. The artwork features strong outlines, rich colors, and intricate details, characteristic of early Renaissance art."
609,gemini,waga,612,,https://crw2020.s3-us-west-2.amazonaws.com/random-real-art/3863_icon-of-the-mother-of-god-from-the-maniava-hermitage-iconostasis-1705.jpg!Blog.jpg,,,,,,,,4.0,1.6,1.4,2.8,1.8,Cimabue,Duccio di Buoninsegna,Master of the Magdalen,religious,Renaissance,tempera,italian,1251-1300,1,1,1,5,1,"A religious panel painting depicts the Virgin Mary in a deep red mantle, holding the Christ Child on her lap. Both figures are adorned with halos and are set against a richly patterned gold background within an arched frame. The Christ Child holds a small book and raises his right hand in a gesture of blessing. Mary gazes softly towards the viewer, while the child looks slightly to the side."
